ID:   10
NAME: Palpebral Fissure (H)
DESC: Distance between the lateral and medial canthi of the eye.
NDPS: 2
CATG: Interlandmark
PRMS: ex en
SRCE: Hall (2007); Farkas (1981), Chouke (1929), Laestadius et al. (1969), and Thomas et al. (1987).
ETHN: Caucasian
SEXS: M F
DIMS: 1
D_0: 17
0	19.1247872	1.0183328
1	21.97406686	1.118827591
2	23.75357258	1.201853894
3	24.90224977	1.262809755
4	25.70620944	1.302308656
5	26.33750885	1.324233215
6	26.88760026	1.334086976
7	27.39544783	1.337644277
8	27.87031257	1.339898205
9	28.30920543	1.344306634
10	28.70900842	1.35233635
11	29.07326388	1.363305254
12	29.41363185	1.374522657
13	29.74601549	1.381727651
14	30.08135465	1.379825573
15	30.41108748	1.363922546
16	30.68728019	1.330658105
